Reviewer,Date,Review,English Review
Ariff Anuar,2 weeks ago,Sambal is the best,Sambal is the best
Ismail Siddiq,2 weeks ago,"Makanannya enak pilihan lauknya enak2, kalau ke malaysia wajib makan disini",The food is good for the choice of side dishes.
Thomas,2 weeks ago,"Great food and great service. Clean location, friendly staff and cheap! Sambal was not very spicy :(","Great food and great service. Clean location, friendly staff and cheap! Sambal was not very spicy :("
Ir. HANAFI,2 weeks ago,Overall ok. Cuma harga sedikit mahal. Sekali sekala boleh lah dtg mkn,Overall ok.It's just a bit expensive.Occasionally you can do it
Rasli Earnest Sanmugam,2 weeks ago,Took sotong which was ok. Sambal good but on the sweet side. Rice was a total let down. It was soggy and wet with no hint of coconut milk. Overall a bit overrated. Nasi lemak RM 10 and nescafae air RM4. Parking RM5. Price wise ok.,Took sotong which was ok. Sambal good but on the sweet side. Rice was a total let down. It was soggy and wet with no hint of coconut milk. Overall a bit overrated. Nasi lemak RM 10 and Nescafe drink RM4. Parking RM5. Price wise ok.
Zainab Abu Bakar,2 weeks ago,Clean dining room. The workers are very friendly.,Clean dining room. The workers are very friendly.
Ivan Arya Y,3 weeks ago,"Nice place to have Nasi Lemak, close to Kampung Baru LRT Station","Nice place to have nasi lemak, close to Kampung Baru LRT Station"
Joe Cooper,3 weeks ago,"The place looks unassuming to those not familiar with Malaysia's food scene, but this is the best nasi lemak you'll find, and the place will regularly be full up due to its virality from just being delicious.","The place looks unassuming to those not familiar with Malaysia's food scene, but this is the best nasi lemak you'll find, and the place will regularly be full up due to its virality from just being delicious."
Carla Jvr,3 weeks ago,"Excellent local food, highly recommend!","Excellent local food, highly recommend!"
Ayen Wanderer,3 weeks ago,"Bagi yang cuba nak faham kelebihan sambal Wanjo ni kan. Dia manis tapi tak semanis sambal kelantan, ada rasa pedasnya mcm sambal utara. Overall memang sedap dan boleh dipertingkatkan.","For those trying to understand the advantages of this Wanjo chili paste. It's sweet, but not as sweet as Kelantan chili paste; it has a spicy taste like northern chili paste. Overall, it is indeed delicious and can be improved."
linda annas,3 weeks ago,A must eat port whenever staycation around Klcc or Kpg Baru. Very short walk from KLCC using Saloma bridge. Nice nasi lemak with ample side dish selection.,A must eat port whenever staycation around Klcc or Kpg Baru. Very short walk from KLCC using Saloma bridge. Nice nasi lemak with ample side dish selection.
Mohmad Yusof Mohmad (Pakusop),3 weeks ago,Makan nasi lemak di sini ok juga cuma harga cikit mahal rasa biasa aja tak lah special,"Eating nasi lemak here is okay, but the price is a bit high, and the taste is just average, nothing special."
--,3 weeks ago,"I had the nasi lemak with paru, squid and beef rendang.  All the items were delicious.  Price was reasonable","I had the nasi lemak with paru, squid and beef rendang.  All the items were delicious.  Price was reasonable"
junaidy Mohdzin,3 weeks ago,Ok...nasi sikit,Okay the portion of the rice is small
amirah umar,3 weeks ago,Decent taste. The chili sauce is not spicy but it's okay. Delicious beef rendang Ã°Å¸âÂ fast service.,Decent taste. The chili sauce is not spicy but it's okay. Delicious beef rendang and fast service.
aisyah absah,4 weeks ago,The taste of sambal is okay. Not as amazing as people claimed. Will i go again. Nope. Bolehlah buat ghaso ghaso mknan viral,"The taste of the sambal is okay, not as amazing as people claimed. Will I go again? Nope. It's just okay, not something I would go out of my way for the viral food experience."
rover_rovero,6 months ago,"We ordered nasi lemak with ayam goreng and beef. The portion is quite big. It's all delicious. Price is affordable. Service is fast and staff is friendly. Best place for nasi lemak in KL for me, so far","We ordered nasi lemak with ayam goreng and beef. The portion is quite big. It's all delicious. Price is affordable. Service is fast and staff is friendly. Best place for nasi lemak in KL for me, so far"
syuxsie,6 months ago,Loved how clean this place is and so many dishes for you to choose from. The nasi lemak sambal is the biggest winner for me. The Sambal kerang is also really good. You can pay RM1 per person to sit in an air conditioned room. Cheap and good find!,Loved how clean this place is and so many dishes for you to choose from. The nasi lemak sambal is the biggest winner for me. The Sambal kerang is also really good. You can pay RM1 per person to sit in an air conditioned room. Cheap and good find!
kco897,a year ago,"So far one of the best Nasi Lemak in KL, definitely better than the other one nearby . Many dishes to choose from, i had sotong (squid) which is good. price is reasonable.Place is clean. Parking is available on opposite side with a fee. The opening hours is almost the whole day. Dinner is no need to que but lunch can be.","So far one of the best Nasi Lemak in KL, definitely better than the other one nearby . Many dishes to choose from, i had sotong (squid) which is good. price is reasonable.Place is clean. Parking is available on opposite side with a fee. The opening hours is almost the whole day. Dinner is no need to que but lunch can be."
butterscotchies,a year ago,"Â I was with my sleeping baby and the place was so clean â just a couple of flies. Staffs are also very helpful and friendly. Tried the Nasi Lemak with Ayam Rendang and Bergedil, along with a hot tea. Before leaving, I ordered the Wanjo Juice & Shake too. Very satisfied! I would definitely come here again on my next visit to KL.","I was with my sleeping baby and the place was so clean, just a couple of flies. Staff are also very helpful and friendly. Tried the Nasi Lemak with Ayam Rendang and Bergedil, along with a hot tea. Before leaving, I ordered the Wanjo Juice & Shake too. Very satisfied! I would definitely come here again on my next visit to KL."
kandilistik,a year ago,Came here for lunch today after hearing about this restaurant and really enjoyed the nasi lemak with sambal sotong. The rice was very nice and fragrant and the sotong was cook dry well & not too hard as well. The sambal was not too sweet and it was just nice.Price for the food was also reasonably rice.,Came here for lunch today after hearing about this restaurant and really enjoyed the nasi lemak with sambal sotong. The rice was very nice and fragrant and the sotong was cook dry well & not too hard as well. The sambal was not too sweet and it was just nice. The price for the food was also reasonable.
AzmiD,a year ago,"in my personal opinion, this is the best Nasi Lemak joint in Kuala Lumpur. They have renovated and expanded next door. The restaurant looks more airy, brighter and so so much cleaner now. The sambal is not too spicy and does not have the uncooked/raw sambal taste like most stall does","in my personal opinion, this is the best Nasi Lemak joint in Kuala Lumpur. They have renovated and expanded next door. The restaurant looks more airy, brighter and so so much cleaner now. The sambal is not too spicy and does not have the uncooked/raw sambal taste like most stalls do"
anwarsauqie,a year ago,Not worth the hype. The food is just a okay. They was telling all customers tht the drink jammed so cannot any drink. Only can buy drinking water.,"Not worth the hype. The food is just okay. They were informing all customers that the drink dispenser was jammed, so no drinks were available. Only drinking water was available for purchase."
Shanaz A,a year ago,First time for me here. The sambal was excellent. Definitely will repeat again every once a month. The service was quick and they can improve on the additional servings in future.,First time for me here. The sambal was excellent. Definitely will repeat again every once a month. The service was quick and they can improve on the additional servings in future.
hasif_saidatul,a year ago,"The nasi lemak is definitely great. The rice was fluffy and you can taste the 'lemak' from the coconut milk. The 'sambal' is good to my liking as I prefer sambal that taste a little bit sweet and not too spicy. My husband and I came late that night, so there were a liittle choice of side dishes for the nasi lemak. The price is quite acceptable due to the location. The challenge is to find a parking space to park your vehicle. Even though there are many places provided paid parking lots but when we arrived all of the parking lots were full.","The nasi lemak is definitely great. The rice was fluffy and you can taste the 'lemak' from the coconut milk. The 'sambal' is good to my liking as I prefer sambal that taste a little bit sweet and not too spicy. My husband and I came late that night, so there was a little choice of side dishes for the nasi lemak. The price is quite acceptable due to the location. The challenge is to find a parking space to park your vehicle. Even though there are many places provided paid parking lots but when we arrived all of the parking lots were full."
shabanao2019,a year ago,"The mango milkshake is highly recommended, which has fresh mango chunks inside to scoop up as a dessert","The mango milkshake is highly recommended, which has fresh mango chunks inside to scoop up as a dessert"
Andriod i,4 years ago,"Sorry guys, for me this is the worse nasi lemak EVER, I had this morning for my breakfast and it cost me RM 24 for 2 of us, we only took fried chicken, cockle, beef lung and normal Sambal","Sorry guys, for me this is the worse nasi lemak EVER, I had this morning for my breakfast and it cost me RM 24 for 2 of us, we only took fried chicken, cockle, beef lung and normal Sambal"
hoaru,4 years ago,"Unfortunately the food tasted very commercial and we ate better at some cheaper restaurant in town,And the food is not set, so you basically select which item you want in your plate. As a tourist dealing with someone who coudnt speak much english, it was much of a pain as well to select the dish.","Unfortunately the food tasted very commercial and we ate better at some cheaper restaurant in town,And the food is not set, so you basically select which item you want in your plate. As a tourist dealing with someone who couldn't speak much English, it was much of a pain as well to select the dish."
Kaleighpot,4 years ago,The food was ok. Most of the staff are nice even though lacking in English. But what I wasn't happy about is I was charged RM24 for 2 plates of nasi lemak and teh tarik. I didn't know then that that price is too much only learned after a few days of stay.,The food was ok. Most of the staff are nice even though lacking in English. But what I wasn't happy about is I was charged RM24 for 2 plates of nasi lemak and teh tarik. I didn't know then that that price is too much only learned after a few days of stay.
zulurology,4 years ago,"Another gem in Kg Baru, Spacious restaurant but again parking is difficult. Go with Grab. Hot Steamy nasi lemak with lots of side dishes. I love their crispy chicken and Sotong Sambal and also their Pegedil. There are also beef rendang , Paru Sambal. Cheap but Excellent","Another gem in Kg Baru, Spacious restaurant but again parking is difficult. Go with Grab. Hot Steamy nasi lemak with lots of side dishes. I love their crispy chicken and Sotong Sambal and also their Pegedil. There are also beef rendang , Paru Sambal. Cheap but Excellent"
sizsiriporn,4 years ago,"Love the sambal that comes with the rice. Not too spicy, easy to eat. Fried chicken was a bit dry, so good to order a cup of hot milk tea to wash it down. :) The milk tea was made just nice, not too sweet.","Love the sambal that comes with the rice. Not too spicy, easy to eat. Fried chicken was a bit dry, so good to order a cup of hot milk tea to wash it down. :) The milk tea was made just nice, not too sweet."
Cash_stallone,4 years ago,"Went there on a sunday evening..Delicious...you wont regret by visiting this restaurant..superb service.. Fried chicken , sotong and their kerang sambal not to be missed","Went there on a sunday evening..Delicious...you wont regret by visiting this restaurant..superb service.. Fried chicken , sotong and their kerang sambal not to be missed"
Barney1984,4 years ago,We were visiting Kampung Baru and wanted somewhere for a traditional breakfast and found Wanjo mentioned online. This was the first time weâd tried Nasi Lemak and we certainly werenât disappointed.My wife ordered the satay chicken to go with her rice and I went for beef rendang. Both were delicious as were the accompaniments to the rice. The Sambal sauce was spicy but not crazy and had a sweetness to it which worked really well.,We were visiting Kampung Baru and wanted somewhere for a traditional breakfast and found Wanjo mentioned online. This was the first time we'd tried Nasi Lemak and we certainly weren't disappointed. My wife ordered the satay chicken to go with her rice and I went for beef rendang. Both were delicious as were the accompaniments to the rice. The Sambal sauce was spicy but not crazy and had a sweetness to it which worked really well.
ArieDiepern,5 years ago,"I had a great time eating here. It doesn't look like much but the food is great. I loved the food, especially the rendang. Great bumbu. I also loved their red lemonade. The staff is very polite and nice. Definitely worth a visit.","I had a great time eating here. It doesn't look like much but the food is great. I loved the food, especially the rendang. Great bumbu. I also loved their red lemonade. The staff is very polite and nice. Definitely worth a visit."
Reza Riskawa,a year ago,"Mind the place but their nasi lemak tastes much better than the next door. IMO, local always better than 'International'Â ","Mind the place but their nasi lemak tastes much better than the next door. IMO, local always better than 'International'"
nik aLfie,a year ago,So far the best Nasi lemak kukus!!! None can beat!! Nasi lmk + sambal + Kerang + paru.. Best!,So far the best steamed nasi lemak !!!None can beat !!LMK Rice + Sambal + Shellfish + Lung .. Best!
Hafeez Amin,a year ago,"Best! Nasi lemak kukus, the sambal to die for","Best Steamed Nasi Lemak, The Sambal to Die for"
farred mercury,a year ago,"The best Nasi Lemak in town. Please do not hype with another Nasi Lemak, you try this and compare....","The best Nasi Lemak in town. Please do not hype with another Nasi Lemak, you try this and compare...."
Fakhrul Jamil,a year ago,"Located beside the famous Nasi Lemak Antarabangsa, but I guarantee you guys this Nasi Lemak Wanjor much moooooore delicious than Nasi Lemak Antarabangsa","Located beside the famous international fat rice, but I guarantee you guys this Fat Rice Wanjor much moooooore delicious than International Fat Rice"
Nurul Illi,a year ago,Better than Nasi Lemak Antarabangsa. Ask for extra anchovies.,
Hanie Dew,a year ago,Nasi lemak paling best di dunia..hahaha.. paru goreng is one of the best!,The best nasi lemak in the world ... hahaha .. fried lung is one of the best!
Syafiq Sharani,a year ago,"The rice portion for a single takeaway nasi lemak is too much.For a meal we always had for breakfast? The paru is dry, far from being juicy. Due to this, id be wary of foursquare..this is poorly rated","The rice portion for a single takeaway nasi lemak is too much.For a meal we always had for breakfast? The paru is dry, far from being juicy. Due to this, id be wary of foursquare..this is poorly rated"
Reed Shamsudin,a year ago,"Again this is NOT the best in town, don't set your hope too high.","Again this is NOT the best in town, don't set your hope too high."
ahmad faizal,a year ago,It's getting quite expensive nowadays,It's getting quite expensive nowadays
Edzmir Redzuan,a year ago,"Simply the best. No doubt bout it. With it's signature rice texture & sambal taste, u can never go wrong","Simply the best. No doubt bout it. With it's signature rice texture & sambal taste, u can never go wrong"
Nur Kuala Lumpur,a year ago,Best nasi lemak..once u try u love it,Best nasi lemak..once you try you will love it
Aliff Damieann,a year ago,Nasi lemak dia sgt sdp...nasinya sgt2 best dan sambal ...harga pn not bad....,Their nasi lemak is very delicious... the rice is excellent and the sambal... the price is also not bad
Rajiv Krishna,a year ago,"Simple, no frills. Great food - fresh and tasty.","Simple, no frills. Great food - fresh and tasty."
Maoumy djigal,a year ago,"Makanan sejuk, bahagian kecil, tidak menyenangkan","Cold food, small portion, unpleasant"
Seher Mohsin,a year ago,So so so good.The kind of place that makes you understand why people rave about Malaysian food,So so so good.The kind of place that makes you understand why people rave about Malaysian food
Rohazat Ariffin,a year ago,Lovely nasi lemakâ¦,Lovely Nasi Lemak 
Maqhzy,a year ago,Nasi lemak is good. Maybe because of the trend or viral that made the place popular,Nasi lemak is good. Maybe because of the trend or viral that made the place popular
Sam B,a year ago,A lack of meat on the food,A lack of meat on the food
Alladin Zabri,a year ago,Nasi dia ok... macam nasi kukus... sedap jugak... harga dia mahal sikit... bagi aku dah biasa dengan Nasi Lemak... mungkin lokasi yang strategik dan tempat yang bersih. menarik pengunjung.itu gambar selepas masukkan nasi..rm 13 kali teh o ais,"The rice is okay, like steamed rice... it's tasty too... the price is a bit high... for me, I'm already used to Nasi Lemak... maybe it's the strategic location and clean environment. It attracts visitors. That's the picture after serving the rice... RM 13 for iced tea."
Wan Afiq,a year ago,Oklah rasa macam nasi lemak..,"Okay, it tastes like nasi lemak"
Ahmad Syafiq,a year ago,"Nasi lemak sedap, beli ptg. Esok paginya masih tk basi, terbaikk","The nasi lemak is delicious, bought in the evening. The next morning, it's still not stale, the best"
Danny Didie,a year ago,Tempat bersih Dan next time boleh dtg lg,"The place is clean, and next time, I can come again."
ë¨ê²½í,a year ago,best Nasi Lemak i've ever tried in KL,best Nasi Lemak i've ever tried in KL
Azrul Hizam,a year ago,"At the moment my fav nasi lemak in kl ð not for the feint hearted. If you are on the strict diet steer clear of this place ð¤£. For the rest of us come for the tasty nasi lemak and dishes available. I had the squid and cockles sambal, the others had chicken sambal and everything was delicious.","At the moment, my favorite nasi lemak in KL! ?? Not for the faint-hearted. If you are on a strict diet, steer clear of this place. ?? For the rest of us, come for the tasty nasi lemak and dishes available. I had the squid and cockles sambal; the others had chicken sambal, and everything was delicious."
Ariffin Khalid,a year ago,Ok ðð¾. Sedap normal. Harga biasa,Okay ????. Tastes normal. Normal price.
Soliha Zainal Abidin,a year ago,Good foodddd. Service super fast drink are good too ,Good foodddd. Service super fast drink are good too
Sharifah Sarizeah Syed Hassan,a year ago,Food was delicious,Food was delicious
Iman Shuhaimi,a year ago,sedap weh tapi nasi kena mintak lebih sikit,"It's delicious, but I need to ask for a bit more rice."
Ahmad Rizal Hashim,a year ago,terbaik.Tempat letak kereta: Tempat letak kenderaan berbayar disediakan,The best. Parking: Paid parking is available
Wan Kompang,a year ago,Sambal kurang sedap,Sambal less tasty
Wan Affendy (Andy),a year ago,"Am happiest here. Sotong, kerang and rendang daging. The best Nasi Lemak. And one of the oldest I know.","Am happiest here. Sotong, kerang and rendang daging. The best Nasi Lemak. And one of the oldest I know."
wardati ahmad,a year ago,Limited parking space but accessible..,Limited parking space but accessible..
adam Ibrahim,a year ago,Good nasi lemak served here..,Good nasi lemak served here..
Ery el,a year ago,"For me it's kinda overrated because to me the sambal was ordinary...but serve many kind of lauk too.Tempat letak kereta: Very crowded area, must pay to park at the parking area nearby","For me, it's kind of overrated because to me the sambal was ordinary...but serves many kinds of dishes too.Parking: Very crowded area, must pay to park at the parking area nearby"
najib dayan ali aida ros,a year ago,Ok la tp makin mahal skrg..nasi lemak tk lengkap tanpa kacang.,"Okay, but it's getting more expensive now. Nasi lemak is not complete without peanuts"
Sivaraman Allapen,a year ago,For me the sambal was way to sweet and the price for the portion is expensive.,For me the sambal was way to sweet and the price for the portion is expensive.
Young Afeeqshafeeque,a year ago,Tempat letak kereta: Difficult  to find and park.Mesra kanak-kanak: Friendly,Parking: Difficult to find and park.Kid friendly: Friendly
Ariff Amat,a year ago,Average food with not a lot of choices,Average food with not a lot of choices
NAVINDRAN RAJENDRAN,a year ago,"Not so hype,the food was okayÂ² but the environment was good .btw the sambal was kinda sweet for með","Not so hype, the food was okay but the environment was good .btw the sambal was kind of sweet for me"
Md Saipol Mustar,a year ago,"This is my 1st time, overall is okay ","This is my first time, overall is okay"
Ruhaizah Mohamed,a year ago,System ok.Cuma parking susah.Tempat letak kereta: Kurang tmpt parking,System Ok. Only Parking is difficult.
Azlina Rosli,a year ago,Layanan kakitangan dan perhitmatan tak .makanan mahal X memuaskan..tu first and last makan kat situ.,The service and service staff were unsatisfactory. The food is expensive and unsatisfactory. That's the first and last time eating there.
Mohd Shazwan Redza Abu Bakar,a year ago,Sambal sedappppp.. Yg lain biasa je,The sambal is delicious... The rest is just ordinary
Carlos,a year ago,Great nasi lemak,Great nasi lemak
Phoenix Jentayu,a year ago,Good food. Good service. Good facilities.,Good food. Good service. Good facilities.
KL Chong,a year ago,above average nasi lemak.,above average nasi lemak.
S Q,a year ago,"Nasi lemak kurang lemak, Sambal terlalu manis. Overall  6/10","The nasi lemak is less oily, the sambal is too sweet. Overall 6/10"
Azmil Jejaka69,a year ago,Harga makanan golongan atasan,The price of food is in the upper range
Mo Amin,a year ago,Sambal is so good.,Sambal is so good.
Nanzeri Muhamad Sani,a year ago,Delicious nasi lemak but the restaurant is a little bit crowded,Delicious nasi lemak but the restaurant is a little bit crowded
malik malique,a year ago,Lauk smua sdp. Tapi  nasi sikit.. sesuai utk org diet,All the side dishes are delicious. But the rice is a bit less.. suitable for those on a diet.
Kabilan K,a year ago,Sedap nasi lemak,Delicious nasi lemak
Mesratec Rao,a year ago,"The taste has gone down , sambal too sweet","The taste has gone down , sambal too sweet"
NurulAmmarah Zulkifli,a year ago,"Byk pilihan lauk, menu display kt tv sangat membantu.Nasi wangi, sedap, sambal just nice, tak pedas, ayam goreng sedappppppp, portion besar.Harga berpatutan","Many choices of dishes, the menu displayed on the TV is very helpful. Fragrant rice, tasty, the sambal is just nice, not spicy, the fried chicken is delicious, and the portion is large. Reasonable prices"
Siti Nur Jauharah,a year ago,From kedah to kampung baru just looking for this iconic nasi lemak ... Fast service nice place ... Affordy ... Clean and very sedappp,"From Kedah to Kampung Baru, just looking for this iconic nasi lemak ... Fast service, nice place ... Affordable ... Clean and very delicious."
Beow Lee S,a year ago,"Everything else good except the fried chicken. Dry, hard and over fried.","Everything else good except the fried chicken. Dry, hard and over fried."
Azmir Husni,a year ago,Antara nasi lemak yang sedap,Among the delicious nasi lemak
ni az,a year ago,"Sedap, masakan truly kelantanese. Service cpt cuma parking pyh","Delicious, truly Kelantanese cuisine. Fast service, but parking is difficult."
Januar Aditya,an hour ago,the mango juice was phenomenal,the mango juice was phenomenal
Norlaila MdSaad,13 hours ago,Pergi hari ahad pagi memang ramai tapi servis memang laju. Kalau nak duduk tempat aircond kena bayar rm1 per person. Makanan sedap,"Went on Sunday morning, it was crowded, but the service was fast. If you want to sit in the air-conditioned area, there's a charge of RM1 per person. The food is delicious."
Koh Cherry,a day ago,"The best nasi lemak in town!The rice , the sambal, everything! Especially the sirup bandung! Ã°Å¸Ëâ¹Ã°Å¸Ëâ¹","The best nasi lemak in town!The rice , the sambal, everything! Especially the sirup bandung!"
Naz here,a day ago,Sedap Juga. Nasi Lemak Ayam Goreng Rm11,Delicious food. Nasi lemak with fried chicken is just rm11
ayudya rizqi,2 days ago,"The Nasi Lemak is delicious, there are many choices of side dishes from eggs, chicken, perkedel, shellfish, lung, etc... the choice of drinks is also good. Fast service, clean place, affordable prices","The Nasi Lemak is delicious, there are many choices of side dishes from eggs, chicken, perkedel, shellfish, lung, etc... the choice of drinks is also good. Fast service, clean place, affordable prices"
Kile Narf,3 days ago,"harga melampau dengan portion yang sikit, staff not so friendly","Prices are excessive with small portions, and the staff are not so friendly"
AMY 5,4 days ago,The nasi lemak was slightly above average and quite pricey. Big and clean stall with fast and good service. Free hot and cold plain water from the dispenser.,The nasi lemak was slightly above average and quite pricey. Big and clean stall with fast and good service. Free hot and cold plain water from the dispenser.
Mark,5 days ago,Great food plus they support lighting on local bridge,Great food plus they support lighting on local bridge
Mahadi Zainal,5 days ago,Dah 3 kali singgah tapi untuk tahun 2023...kuantiti nasi sangat sikit.,It has been 3 times but for 2023 ... the quantity of rice is very small.
Anisa Aryanti,5 days ago,"In my opinion, it tastes good, but it's just too sweet. I came here twice and was disappointed with the staff who served me when I first came, who was very rude, but the next day I came here again and was served by another staff member and he was friendly.","In my opinion, it tastes good, but it's just too sweet. I came here twice and was disappointed with the staff who served me when I first came, who was very rude, but the next day I came here again and was served by another staff member and he was friendly."
Rayz Rayzif,5 days ago,"I came here with friends to chilling. Tried the nasi lemak, taste just ok. Place is too crowded and parking space is no available. Better come without car.","I came here with friends to chilling. Tried the nasi lemak, taste just ok. Place is too crowded and parking space is no available. Better come without car."
Dharma Lexsy,5 days ago,The portion of rice is small...the chicken is tough,The portion of rice is small...the chicken is tough
holy sc,5 days ago,Only Ayam goreng keras sejuk .... Not juicy..yg lain .mcmNasi  wangi .sambal good.Ikan bilis hangus.,"Only the fried chicken is tough and cold .... Not juicy.. The rest, like fragrant rice and good sambal. The anchovies are burnt."
Aton Comeyy,6 days ago,Harga boleh tahan... Rasa pon boleh tahan,The price is acceptable... The taste is also acceptable
Helen Hervictorya,6 days ago,The rice is fantastic. Very flavourful and cooked just the right softness. Fried chicken and rendang are very nice as well. Definitely recommended.,The rice is fantastic. Very flavourful and cooked just the right softness. Fried chicken and rendang are very nice as well. Definitely recommended.
Masmur Pratama,6 days ago,"The place is clean staff are friendly and most importantly the Nasi Lemak is awesome. Many varieties and selection of dishes to compliment the nasi lemak as we all love it. One tip tho, come early for better parking.","The place is clean staff are friendly and most importantly the Nasi Lemak is awesome. Many varieties and selection of dishes to compliment the nasi lemak as we all love it. One tip tho, come early for better parking."
Caroline.arman1975,6 days ago,Love their nasi lemak! Minus part is that they have many cats bothering us,Love their nasi lemak! Minus part is that they have many cats bothering us
Anthony Djie,6 days ago,Sambal was too sweet for my liking. The basic nasi lemak (with egg) is RM 4!!! It's pricey! The Ayam Masak Merah is sweet as well. The Daging Rendang was average.,Sambal was too sweet for my liking. The basic nasi lemak (with egg) is RM 4!!! It's pricey! The Ayam Masak Merah is sweet as well. The Daging Rendang was average.
sagittarius6521,6 days ago,"Nice place, local taste, you can taste it.","Nice place, local taste, you can taste it."
hiluoling,6 days ago,"I think it is very delicious, of course, the price is more expensive than the ordinary coconut milt rice outside, but I think it is worth trying.","I think it is very delicious, of course, the price is more expensive than the ordinary coconut milt rice outside, but I think it is worth trying."
13834,6 days ago,"The coconut milk rice is really delicious, and it is early, there are no people, the overall environment is very good, the service is OK, it is recommended to try it, because this coconut milk rice is worth it!","The coconut milk rice is really delicious, and it is early, there are no people, the overall environment is very good, the service is OK, it is recommended to try it, because this coconut milk rice is worth it!"
"The food is very delicious and great! Cheap price, recommend everyone to try it! ! !",6 days ago,"The food is very delicious and great! Cheap price, recommend everyone to try it! ! !","The food is very delicious and great! Cheap price, recommend everyone to try it! ! !"
Gary See Toh,9 months ago,"Great food, fast and efficient, clean environment","Great food, fast and efficient, clean environment"
Ho Yern Yee,6 months ago,"Visited in Dec 2022. Drove up to KL and dropped by Wanjo for dinner. No regrets. Amazing place with amazing dishes. Place was spacious, big, and clean with many tables to offer. Long queue but it's a moving queue, didn't wait too long to be served. Sambal was power and i love it!Parking was a little hard to find but only RM5 when we found one. No reason to not visit this eatery if you're in the vicinity! Really recommend! Love from Singapore ","Visited in Dec 2022. Drove up to KL and dropped by Wanjo for dinner. No regrets. Amazing place with amazing dishes. Place was spacious, big, and clean with many tables to offer. Long queue but it's a moving queue, didn't wait too long to be served. Sambal was power and i love it!Parking was a little hard to find but only RM5 when we found one. No reason to not visit this eatery if you're in the vicinity! Really recommend! Love from Singapore"
Nurashikin Yahya,a year ago,Nice and clean place. Price reasonable. Can try.,Nice and clean place. Price reasonable. Can try.
Aliza Mansor,a year ago,"Have not been in ages, good to see improvements to the restaurant, and food quality is maintained","Have not been in ages, good to see improvements to the restaurant, and food quality is maintained"
Rosdi Sharif,a year ago,Delicious food taste and fast service..recommended to come and try,Delicious food taste and fast service..recommended to come and try
Mohamad Ishak,a year ago,Good to try. Taste better and not hot the sambal,Good to try. Taste better and not hot the sambal
Helmy Had,a year ago,Delicious nasi lemak â¦ ample seating for dine-in,Delicious nasi lemak ample seating for dine-in
Azuan Kamarudin,a year ago,Average taste of rice and sambal,Average taste of rice and sambal
Has Mohamed,2 years ago,"Donât buy their food online. Terrible service, after 1 hour still in process with an excuse that they have too many customers onsite. Asked for refund also not prompt","Don't buy their food online. Terrible service, after 1 hour still in process with an excuse that they have too many customers onsite. Asked for refund also not prompt"
Intan Suhana Binti Hashim,2 years ago,Fast service.Clean ðð»ðð»ðð»ðð»,Fast service.Clean place
Mod Nadzri,3 years ago,marvelous...one of the best nasi lemak in KL test like a home made dishes....best for whole family..,Marvelous... One of the best nasi lemak in KL; tastes like homemade dishes. Best for the whole family
Kamarul Bahrein Sharif,3 years ago,good food and cheap too. recently renovated. quite airy.,good food and cheap too. recently renovated. quite airy.
Justin Then,3 years ago,"great food, courteous staff, vibrant community. what else do you need?","great food, courteous staff, vibrant community. what else do you need?"
Noorazman Abdullah,3 years ago,Excellent and reasonable price,Excellent and reasonable price
Yatt Shaft,3 years ago,The sambal so delicious ð,The sambal so delicious 
Chua Mingzhu,3 years ago,This restaurant serve the best nasi lemak that I have taste before...the rice were totally perfect and full with flavor..and the most reason why I'm totally prefer this stall is because of their richness flavor on their sambal that make like it more,This restaurant serve the best nasi lemak that I have taste before...the rice were totally perfect and full with flavor..and the most reason why I'm totally prefer this stall is because of their richness flavor on their sambal that make like it more
Thevein Thiran,3 years ago,You can get a better nasi lemak somewhere else. The sambal sauce is too sweet like chilli sauce. ,You can get a better nasi lemak somewhere else. The sambal sauce is too sweet like chilli sauce.
Faara Ewan,3 years ago,"This place looked to be a very popular choice amongst local Malays. It's a very simple set-up, with plastic tables and chairs, only Nasi Lemak on the menu, with a choice of 4-5 toppings/curries to go with it (in addition to the standard sambal, fried/boiled egg, cucumber and small fried fish that comes with the rice). The mango milkshake is highly recommended, which has fresh mango chunks inside to scoop up as a dessert","This place looked to be a very popular choice amongst local Malays. It's a very simple set-up, with plastic tables and chairs, only Nasi Lemak on the menu, with a choice of 4-5 toppings/curries to go with it (in addition to the standard sambal, fried/boiled egg, cucumber and small fried fish that comes with the rice). The mango milkshake is highly recommended, which has fresh mango chunks inside to scoop up as a dessert"
Haslina Ariffin,3 years ago,"I love this place , good service and the price affordable and reasonable .","I love this place , good service and the price affordable and reasonable ."
Alina Hasnan,3 years ago,Nasi lemak wanjo the best nasi lemak ever . I really love it!!!  The price really reasonable and affordable.,Nasi lemak wanjo the best nasi lemak ever . I really love it!!!  The price really reasonable and affordable.
Asmida Eysa,3 years ago,"The Nasi Lemak Wanjo KG Baru restaurant was truly amazing. The food here was incredible and my family and I loved it. In my opinion, the Nasi lemak was really nice.","The Nasi Lemak Wanjo KG Baru restaurant was truly amazing. The food here was incredible and my family and I loved it. In my opinion, the Nasi lemak was really nice."
