Tokens,Tags
"['In', 'my', 'opinion', ',', 'the', 'best', 'nasi', 'lemak', 'in', 'KL', 'so', 'far', '.', 'Everything', 'is', 'excellent', '.', 'The', 'dining', 'area', 'is', 'comfortable', ',', 'the', 'food', 'pickup', 'and', 'payment', 'areas', 'are', 'well', '-', 'organized', '.', 'The', 'service', 'is', 'really', 'fast', '.', 'The', 'food', 'prices', 'are', 'very', 'reasonable', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
"['In', 'my', 'opinion', ',', 'the', 'best', 'nasi', 'lemak', 'in', 'KL', 'so', 'far', '.', 'Everything', 'is', 'excellent', '.', 'The', 'dining', 'area', 'is', 'comfortable', ',', 'the', 'food', 'pickup', 'and', 'payment', 'areas', 'are', 'well', '-', 'organized', '.', 'The', 'service', 'is', 'really', 'fast', '.', 'The', 'food', 'prices', 'are', 'very', 'reasonable', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
"['Not', 'bad', 'la', '.', 'Not', 'the', 'best', 'but', 'fast', 'service']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"['Prices', 'are', 'high', 'and', 'portion', 'per', 'pax', 'are', 'small', '.', 'Very', 'unfriendly', 'atmosphere', 'especially', 'from', 'the', 'cashier', '.', 'No', 'smile', ',', 'no', 'greetings', '.', 'Not', 'a', 'norm', 'in', 'Malay', 'community', 'though', '.', 'Very', 'business', ',', 'no', 'nonsense', 'vibes', '.', 'Dont', 'like', 'it', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Prices', 'are', 'high', 'and', 'portion', 'per', 'pax', 'are', 'small', '.', 'Very', 'unfriendly', 'atmosphere', 'especially', 'from', 'the', 'cashier', '.', 'No', 'smile', ',', 'no', 'greetings', '.', 'Not', 'a', 'norm', 'in', 'Malay', 'community', 'though', '.', 'Very', 'business', ',', 'no', 'nonsense', 'vibes', '.', 'Dont', 'like', 'it', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Prices', 'are', 'high', 'and', 'portion', 'per', 'pax', 'are', 'small', '.', 'Very', 'unfriendly', 'atmosphere', 'especially', 'from', 'the', 'cashier', '.', 'No', 'smile', ',', 'no', 'greetings', '.', 'Not', 'a', 'norm', 'in', 'Malay', 'community', 'though', '.', 'Very', 'business', ',', 'no', 'nonsense', 'vibes', '.', 'Dont', 'like', 'it', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Such', 'a', 'nice', 'place', ',', 'Very', 'comfortable', 'and', 'fast', 'service']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
"['Such', 'a', 'nice', 'place', ',', 'Very', 'comfortable', 'and', 'fast', 'service']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
"['The', 'sambal', 'seems', 'to', 'be', 'a', 'bit', 'less', ',', 'but', 'the', 'place', 'has', 'been', 'beautifully', 'renovated', ',', 'neat', 'and', 'tidy', '.', 'There', 'are', 'plenty', 'of', 'tables', 'and', 'chairs', '.', 'They', 'also', 'offer', 'juices', 'and', 'smoothies', '.', 'It', 'is', 'delicious', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
"['The', 'sambal', 'seems', 'to', 'be', 'a', 'bit', 'less', ',', 'but', 'the', 'place', 'has', 'been', 'beautifully', 'renovated', ',', 'neat', 'and', 'tidy', '.', 'There', 'are', 'plenty', 'of', 'tables', 'and', 'chairs', '.', 'They', 'also', 'offer', 'juices', 'and', 'smoothies', '.', 'It', 'is', 'delicious', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
"['The', 'sambal', 'seems', 'to', 'be', 'a', 'bit', 'less', ',', 'but', 'the', 'place', 'has', 'been', 'beautifully', 'renovated', ',', 'neat', 'and', 'tidy', '.', 'There', 'are', 'plenty', 'of', 'tables', 'and', 'chairs', '.', 'They', 'also', 'offer', 'juices', 'and', 'smoothies', '.', 'It', 'is', 'delicious', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
"['The', 'sambal', 'seems', 'to', 'be', 'a', 'bit', 'less', ',', 'but', 'the', 'place', 'has', 'been', 'beautifully', 'renovated', ',', 'neat', 'and', 'tidy', '.', 'There', 'are', 'plenty', 'of', 'tables', 'and', 'chairs', '.', 'They', 'also', 'offer', 'juices', 'and', 'smoothies', '.', 'It', 'is', 'delicious', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
"['delicious', 'nasi', 'lemak', ',', 'but', 'its', 'really', 'hot', 'during', 'the', 'days', '.', 'not', 'so', 'convenient', 'sitting', 'inside', '.', 'asked', 'for', 'take', 'away', 'are', 'kinda', 'good', 'option', '.', 'also', 'the', 'menu', 'are', 'a', 'bit', 'pricey', 'but', 'its', 'reasonable', 'for', 'its', 'taste']","[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['delicious', 'nasi', 'lemak', ',', 'but', 'its', 'really', 'hot', 'during', 'the', 'days', '.', 'not', 'so', 'convenient', 'sitting', 'inside', '.', 'asked', 'for', 'take', 'away', 'are', 'kinda', 'good', 'option', '.', 'also', 'the', 'menu', 'are', 'a', 'bit', 'pricey', 'but', 'its', 'reasonable', 'for', 'its', 'taste']","[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['delicious', 'nasi', 'lemak', ',', 'but', 'its', 'really', 'hot', 'during', 'the', 'days', '.', 'not', 'so', 'convenient', 'sitting', 'inside', '.', 'asked', 'for', 'take', 'away', 'are', 'kinda', 'good', 'option', '.', 'also', 'the', 'menu', 'are', 'a', 'bit', 'pricey', 'but', 'its', 'reasonable', 'for', 'its', 'taste']","[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['Delicious', 'and', 'a', 'lot', 'of', 'options', '.', 'Only', 'outsiders', 'must', 'be', 'surprised', 'at', 'the', 'price', 'here', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"['Delicious', 'and', 'a', 'lot', 'of', 'options', '.', 'Only', 'outsiders', 'must', 'be', 'surprised', 'at', 'the', 'price', 'here', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"['The', 'good', ':', 'Tasty', 'dishes', '(', 'acceptable', ')', 'and', 'plenty', 'of', 'seating', '.', 'The', 'not', '-', 'so', '-', 'good', ':', 'Small', 'portion', 'of', 'rice', ',', 'high', 'prices', ',', 'outdoor', 'seating', 'without', 'shade', 'on', 'the', 'ceiling', ',', 'eating', 'in', 'the', 'heat', 'feels', 'sweaty', 'and', 'hot', 'in', 'the', 'afternoon', 'and', 'noon', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'good', ':', 'Tasty', 'dishes', '(', 'acceptable', ')', 'and', 'plenty', 'of', 'seating', '.', 'The', 'not', '-', 'so', '-', 'good', ':', 'Small', 'portion', 'of', 'rice', ',', 'high', 'prices', ',', 'outdoor', 'seating', 'without', 'shade', 'on', 'the', 'ceiling', ',', 'eating', 'in', 'the', 'heat', 'feels', 'sweaty', 'and', 'hot', 'in', 'the', 'afternoon', 'and', 'noon', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'good', ':', 'Tasty', 'dishes', '(', 'acceptable', ')', 'and', 'plenty', 'of', 'seating', '.', 'The', 'not', '-', 'so', '-', 'good', ':', 'Small', 'portion', 'of', 'rice', ',', 'high', 'prices', ',', 'outdoor', 'seating', 'without', 'shade', 'on', 'the', 'ceiling', ',', 'eating', 'in', 'the', 'heat', 'feels', 'sweaty', 'and', 'hot', 'in', 'the', 'afternoon', 'and', 'noon', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'good', ':', 'Tasty', 'dishes', '(', 'acceptable', ')', 'and', 'plenty', 'of', 'seating', '.', 'The', 'not', '-', 'so', '-', 'good', ':', 'Small', 'portion', 'of', 'rice', ',', 'high', 'prices', ',', 'outdoor', 'seating', 'without', 'shade', 'on', 'the', 'ceiling', ',', 'eating', 'in', 'the', 'heat', 'feels', 'sweaty', 'and', 'hot', 'in', 'the', 'afternoon', 'and', 'noon', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'good', ':', 'Tasty', 'dishes', '(', 'acceptable', ')', 'and', 'plenty', 'of', 'seating', '.', 'The', 'not', '-', 'so', '-', 'good', ':', 'Small', 'portion', 'of', 'rice', ',', 'high', 'prices', ',', 'outdoor', 'seating', 'without', 'shade', 'on', 'the', 'ceiling', ',', 'eating', 'in', 'the', 'heat', 'feels', 'sweaty', 'and', 'hot', 'in', 'the', 'afternoon', 'and', 'noon', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Clean', 'outlet', '.', 'Adhered', 'to', 'all', 'SOPs', '.', 'Taste', 'of', 'the', 'food', 'is', 'superb', 'and', 'the', 'price', 'is', 'also', 'reasonable', '.', 'The', 'portion', 'of', 'the', 'fried', 'chicken', 'is', 'big', 'and', 'quite', 'crispy', '.', 'The', 'sambal', 'cuttlefish', 'and', 'fried', ""'"", 'paru', '-', 'paru', 'lembu', ""'"", 'were', 'prepared', 'to', 'perfection', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Clean', 'outlet', '.', 'Adhered', 'to', 'all', 'SOPs', '.', 'Taste', 'of', 'the', 'food', 'is', 'superb', 'and', 'the', 'price', 'is', 'also', 'reasonable', '.', 'The', 'portion', 'of', 'the', 'fried', 'chicken', 'is', 'big', 'and', 'quite', 'crispy', '.', 'The', 'sambal', 'cuttlefish', 'and', 'fried', ""'"", 'paru', '-', 'paru', 'lembu', ""'"", 'were', 'prepared', 'to', 'perfection', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Clean', 'outlet', '.', 'Adhered', 'to', 'all', 'SOPs', '.', 'Taste', 'of', 'the', 'food', 'is', 'superb', 'and', 'the', 'price', 'is', 'also', 'reasonable', '.', 'The', 'portion', 'of', 'the', 'fried', 'chicken', 'is', 'big', 'and', 'quite', 'crispy', '.', 'The', 'sambal', 'cuttlefish', 'and', 'fried', ""'"", 'paru', '-', 'paru', 'lembu', ""'"", 'were', 'prepared', 'to', 'perfection', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Clean', 'outlet', '.', 'Adhered', 'to', 'all', 'SOPs', '.', 'Taste', 'of', 'the', 'food', 'is', 'superb', 'and', 'the', 'price', 'is', 'also', 'reasonable', '.', 'The', 'portion', 'of', 'the', 'fried', 'chicken', 'is', 'big', 'and', 'quite', 'crispy', '.', 'The', 'sambal', 'cuttlefish', 'and', 'fried', ""'"", 'paru', '-', 'paru', 'lembu', ""'"", 'were', 'prepared', 'to', 'perfection', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Clean', 'outlet', '.', 'Adhered', 'to', 'all', 'SOPs', '.', 'Taste', 'of', 'the', 'food', 'is', 'superb', 'and', 'the', 'price', 'is', 'also', 'reasonable', '.', 'The', 'portion', 'of', 'the', 'fried', 'chicken', 'is', 'big', 'and', 'quite', 'crispy', '.', 'The', 'sambal', 'cuttlefish', 'and', 'fried', ""'"", 'paru', '-', 'paru', 'lembu', ""'"", 'were', 'prepared', 'to', 'perfection', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'Nasi', 'Lemak', 'was', 'tasty', '.', 'Enjoyed', 'it', 'thoroughly', ',', 'super', 'fast', 'service', 'too', '.', 'However', ',', 'the', 'rice', 'portion', 'was', 'quite', 'small', ',', 'but', 'one', 'may', 'ask', 'for', 'extra', 'rice', '(', 'chargeable', 'RM1', ')', '.', 'Paid', 'RM', '6', '.', '50', 'for', 'basic', 'Nasi', 'Lemak', 'set', '+', 'kerang', 'sambal', '.', 'Worth', 'it', ',', 'recommended', '!']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'Nasi', 'Lemak', 'was', 'tasty', '.', 'Enjoyed', 'it', 'thoroughly', ',', 'super', 'fast', 'service', 'too', '.', 'However', ',', 'the', 'rice', 'portion', 'was', 'quite', 'small', ',', 'but', 'one', 'may', 'ask', 'for', 'extra', 'rice', '(', 'chargeable', 'RM1', ')', '.', 'Paid', 'RM', '6', '.', '50', 'for', 'basic', 'Nasi', 'Lemak', 'set', '+', 'kerang', 'sambal', '.', 'Worth', 'it', ',', 'recommended', '!']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'Nasi', 'Lemak', 'was', 'tasty', '.', 'Enjoyed', 'it', 'thoroughly', ',', 'super', 'fast', 'service', 'too', '.', 'However', ',', 'the', 'rice', 'portion', 'was', 'quite', 'small', ',', 'but', 'one', 'may', 'ask', 'for', 'extra', 'rice', '(', 'chargeable', 'RM1', ')', '.', 'Paid', 'RM', '6', '.', '50', 'for', 'basic', 'Nasi', 'Lemak', 'set', '+', 'kerang', 'sambal', '.', 'Worth', 'it', ',', 'recommended', '!']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'Nasi', 'Lemak', 'was', 'tasty', '.', 'Enjoyed', 'it', 'thoroughly', ',', 'super', 'fast', 'service', 'too', '.', 'However', ',', 'the', 'rice', 'portion', 'was', 'quite', 'small', ',', 'but', 'one', 'may', 'ask', 'for', 'extra', 'rice', '(', 'chargeable', 'RM1', ')', '.', 'Paid', 'RM', '6', '.', '50', 'for', 'basic', 'Nasi', 'Lemak', 'set', '+', 'kerang', 'sambal', '.', 'Worth', 'it', ',', 'recommended', '!']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Those', 'with', 'high', 'blood', 'pressure', 'better', 'not', 'eat', 'this', 'nasi', 'lemak', '!', 'First', 'try', 'was', 'the', 'last', ',', 'thought', 'it', 'was', 'just', 'a', 'fluke', ',', 'but', 'bought', 'it', 'again', 'today', ',', 'and', 'everyone', 'in', 'the', 'family', 'said', 'it', 'is', 'salty', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Nasi', 'lemak', 'with', 'various', 'side', 'dishes', ',', 'the', 'price', 'is', 'not', 'too', 'expensive', ',', 'and', 'there', 'is', 'no', 'need', 'to', 'wait', 'for', 'a', 'long', 'time', '.', 'If', 'you', 'want', 'to', 'sit', 'in', 'the', 'air', '-', 'conditioned', 'area', ',', 'it', 'is', 'an', 'additional', 'RM', '1', 'per', 'person', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Nasi', 'lemak', 'with', 'various', 'side', 'dishes', ',', 'the', 'price', 'is', 'not', 'too', 'expensive', ',', 'and', 'there', 'is', 'no', 'need', 'to', 'wait', 'for', 'a', 'long', 'time', '.', 'If', 'you', 'want', 'to', 'sit', 'in', 'the', 'air', '-', 'conditioned', 'area', ',', 'it', 'is', 'an', 'additional', 'RM', '1', 'per', 'person', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['It', 'is', 'one', 'the', 'best', 'nasi', 'lemak', 'in', 'town', 'which', 'I', 'find', 'it', 'consistent', 'throughout', 'years', 'since', 'my', 'first', 'experience', 'many', 'years', 'back', '.']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Good', 'nasi', 'lemak', 'with', 'great', 'fried', 'chicken', '!', '!']","[0, 1, 2, 0, 0, 1, 2, 0, 0]"
"['Good', 'nasi', 'lemak', 'with', 'great', 'fried', 'chicken', '!', '!']","[0, 1, 2, 0, 0, 1, 2, 0, 0]"
"['Recommended', 'restaurant', '.', 'Worthy', 'to', 'a', 'try', 'here']","[0, 1, 0, 0, 0, 0, 0, 0]"
"['The', 'food', 'is', 'delicious', '.', 'But', 'here', 'is', 'the', 'thing', '.', 'When', 'queuing', 'at', 'the', 'place', 'for', 'dining', 'in', 'and', 'then', 'wanting', 'to', 'order', 'for', 'takeaway', ',', 'they', 'only', 'allow', 'one', 'order', 'for', 'takeaway', '.', 'It', 'is', 'a', 'policy', 'by', 'one', 'male', 'staff', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Food', 'was', 'good', '.', 'For', 'breakfast', ',', 'its', 'advisable', 'to', 'come', 'early', 'before', '730am', 'as', 'you', 'will', 'not', 'have', 'to', 'queue', 'for', 'too', 'long', '.', 'You', 'can', 'get', 'takeout', 'also', 'for', 'those', 'at', 'home', 'even', 'if', 'you', 'are', 'dining', 'in', '.', 'Just', 'ask', 'at', 'the', 'counter', 'when', 'you', 'are', 'paying', 'they', 'can', 'arrange', 'it', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Food', 'was', 'good', '.', 'For', 'breakfast', ',', 'its', 'advisable', 'to', 'come', 'early', 'before', '730am', 'as', 'you', 'will', 'not', 'have', 'to', 'queue', 'for', 'too', 'long', '.', 'You', 'can', 'get', 'takeout', 'also', 'for', 'those', 'at', 'home', 'even', 'if', 'you', 'are', 'dining', 'in', '.', 'Just', 'ask', 'at', 'the', 'counter', 'when', 'you', 'are', 'paying', 'they', 'can', 'arrange', 'it', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'place', 'is', 'clean', 'and', 'has', 'a', 'lot', 'of', 'waiters', '.', 'They', 'have', 'different', 'stations', 'for', 'those', 'who', 'plan', 'to', 'takeaway', 'and', 'those', 'who', 'wish', 'to', 'dine', 'in', '.', 'Service', 'is', 'fast', '.', 'Of', 'course', ',', 'to', 'any', 'nasi', 'lemak', 'fan', ',', 'the', 'sambal', 'is', 'the', 'key', 'to', 'nasi', 'lemak', 'is', 'deliciousness', '.', 'The', 'sambal', 'is', 'a', 'bit', 'sweet', ',', 'if', 'you', 'prefer', 'your', 'sambal', 'to', 'be', 'on', 'the', 'sweeter', 'side', ',', 'then', 'this', 'is', 'your', 'place', '.', 'Reasonable', 'price']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
"['The', 'place', 'is', 'clean', 'and', 'has', 'a', 'lot', 'of', 'waiters', '.', 'They', 'have', 'different', 'stations', 'for', 'those', 'who', 'plan', 'to', 'takeaway', 'and', 'those', 'who', 'wish', 'to', 'dine', 'in', '.', 'Service', 'is', 'fast', '.', 'Of', 'course', ',', 'to', 'any', 'nasi', 'lemak', 'fan', ',', 'the', 'sambal', 'is', 'the', 'key', 'to', 'nasi', 'lemak', 'is', 'deliciousness', '.', 'The', 'sambal', 'is', 'a', 'bit', 'sweet', ',', 'if', 'you', 'prefer', 'your', 'sambal', 'to', 'be', 'on', 'the', 'sweeter', 'side', ',', 'then', 'this', 'is', 'your', 'place', '.', 'Reasonable', 'price']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
