Reviewer,Date,Review,English Review
Shaharuddin Salleh,4 months ago,"Delicious nasi lemak in a very clean restaurant in Kg Baru, KL",
faizal rashid,4 months ago,"Utk yg suka pedas, sambal nasi lemak kat sini bukan utk anda. Lebih kepada manis (certain orang suka). Tapi bagusla tempat dah upgrade, dulu(5 tahun lepas) agak panas sekarang kipas dah banyak.","For those who like spicy, sambal fat rice here is not for you.More to sweet (certain people like).But it's good to have upgraded, back then (5 years ago) it's a bit hot now the fan is a lot."
Kuih3beradik Pahang,4 months ago,Sedap dan meriah,Tasty and lively
ARFAZ RISE,4 months ago,nasi lemak so so je. takde yang sedap pun. buat air pun tawarðŸ‘ŽðŸ‘Ž,Fat rice so so je.Nothing tastes good.Make water even tawarÿ'ž'ž
Zamreestone,4 months ago,Gud foods.. will come when ever feel hunger for gud n tasty nasi lemaks,Gud foods.. will come when ever feel hunger for gud n tasty nasi lemaks
Relaxodrive,4 months ago,"Would’ve been 2 star only if not for the soft, grainy rice. The sambal was a bit sweet, not to my favor. They also put too much gravy in the fried chicken and it was not crispy. The rendang was, well a rendang, but a bit bland and not creamy at all.","Would’ve been 2 star only if not for the soft, grainy rice. The sambal was a bit sweet, not to my favor. They also put too much gravy in the fried chicken and it was not crispy. The rendang was, well a rendang, but a bit bland and not creamy at all."
fariha zulkiply,4 months ago,Clean shop. You have to go up the LRT to be comfortable because you don't have to worry about parking. Fast service. Nasi lemak and sambal are delicious. Fried chicken served hot. It's just that the tempeh is a bit sticky. The price is expensive compared to the portion you get.,Clean shop. You have to go up the LRT to be comfortable because you don't have to worry about parking. Fast service. Nasi lemak and sambal are delicious. Fried chicken served hot. It's just that the tempeh is a bit sticky. The price is expensive compared to the portion you get.
Norazlinda Ridzuan,4 months ago,Food so far so good..the place has a choice for customers outside or air-conditioned. Comfortable,Food so far so good..the place has a choice for customers outside or air-conditioned. Comfortable
Nate,4 months ago,Decent nasi lemak but the rice is not that fragrant.,Decent nasi lemak but the rice is not that fragrant.
Alis Nerindo,4 months ago,"Average nasi lemak! I've been staying in Kuala Lumpur for the past 8 years, and this is my first time visiting here. I've heard countless recommendations from friends about Wanjo, and their reviews were overwhelmingly positive. However, after trying it today, it was just average. ","Average nasi lemak! I've been staying in Kuala Lumpur for the past 8 years, and this is my first time visiting here. I've heard countless recommendations from friends about Wanjo, and their reviews were overwhelmingly positive. However, after trying it today, it was just average."
Mohamad Ridzuan,4 months ago,Too sweet sambal nasi lemak,Too sweet sambal fat rice
Lala Item,4 months ago,The best nasi lemak.. the price is not expensive,The best nasi lemak.. the price is not expensive
Reid K,4 months ago,First time trying nasi lemak. Tried to get a little bit of everything. Was very tasty,First time trying nasi lemak. Tried to get a little bit of everything. Was very tasty
zulhazri naim,4 months ago,"Solid nasi lemak.. Fast service.. Clean and comfortable environment.. Even though there are many customers, there are still seats..","Solid nasi lemak.. Fast service.. Clean and comfortable environment.. Even though there are many customers, there are still seats.."
M Faza Fadillah,4 months ago,Nasi Lemak Wanjo Kampung Baru is a nasi lemak that is quite liked by people especially in the Kampung Baru area and its surroundings. Nasi lemak is served with many side dishes,Nasi Lemak Wanjo Kampung Baru is a nasi lemak that is quite liked by people especially in the Kampung Baru area and its surroundings. Nasi lemak is served with many side dishes
Halimatun Saadiah Harun,4 months ago,Gravy and chicken are good.. rice is ok,Gravy and chicken are good.. rice is ok
Damien Donnelly,4 months ago,Great authentic food at reasonable prices and clean.,Great authentic food at reasonable prices and clean.
Dyllan Sandra,4 months ago,"His staff are crowded at the rice counter, why is he chatting and looking at me like I owe him! Expensive food to eat! Food was so so plk. When I sat at the table, he told me to move the seat to another place that only seats 4 people, can't I sit at the table for 6 people? You think!! I sat down and ate a coat! Expensive but service out ","His staff are crowded at the rice counter, why is he chatting and looking at me like I owe him! Expensive food to eat! Food was so so plk. When I sat at the table, he told me to move the seat to another place that only seats 4 people, can't I sit at the table for 6 people? You think!! I sat down and ate a coat! Expensive but service out"
anuar abdullah,4 months ago,"It's not very tasty. You can eat. A little hot & stuffy. The service is bland, the staff are strict. Salty food","It's not very tasty. You can eat. A little hot and stuffy. The service is bland, the staff are strict. Salty food"
W,4 months ago,"Nasi lemak was very good to me, flavors were good. Best one I’ve had yet. Tried the squid which was also good.","Nasi lemak was very good to me, flavors were good. Best one I’ve had yet. Tried the squid which was also good."
Nur Aisyah,4 months ago,"What is the reason for scooping out nasik kalut2 because there are a lot of people, but when you ask for foreign sambal, you make a face. Like we have, we want free nasik.","What is the reason for scooping out nasik kalut2 because there are a lot of people, but when you ask for foreign sambal, you make a face. Like we have, we want free nasik."
Kim Chanelle,4 months ago,Clean and bright with setup similar to a mamak. A selection of usual dishes to go with nasi lemak. Taste is good but not the best for local tastebud. Servers are friendly and playful.,Clean and bright with setup similar to a mamak. A selection of usual dishes to go with nasi lemak. Taste is good but not the best for local tastebud. Servers are friendly and playful.
NAZMI SUDIN,4 months ago,"Nasi lemak is ok, the sambal is not spicy and goes well with everything.","Nasi lemak is on, the sambel is not spicy and goes well with everything."
ridwan Tasripan,4 months ago,"Nice rice. side dish It's nice to say that it's enough, it's enough. Nasi terase lemaknye. The sambal is not very spicy and not very sweet. It's good that it happened. Various side dishes. There is sambal sotong, chicken rendang, scallops with sambal, lungs, fried chicken. For water choices, there is a fruit water stall. From ice blended, smoothies, fruit juice like anything.","Nice rice. side dish It's nice to say that it's enough, it's enough. Nasi terase lemaknye. The sambal is not very spicy and not very sweet. It's good that it happened. Various side dishes. There is sambal sotong, chicken rendang, scallops with sambal, lungs, fried chicken. For water choices, there is a fruit water stall. From ice blended, smoothies, fruit juice like anything."
Ricky,4 months ago,"one of must try food in KL, very touristy. I've tried the Nasi lemak ayam merah.","one of must try food in KL, very touristy. I've tried the Nasi lemak ayam merah."
Mai Meor,4 months ago,"Been here 3 times already. The only downside going here is the difficulty in finding a parking spot, as it is in Kg Baru. But once you reach the restaurant, you’ll forget about it. You will be greeted by a helpful staff letting you know there are 2 queues, one for dining in, the other for takeaway. It took me 2-5 minutes to reach the ordering counter and get my food from the moment I reached the restaurant. Highly efficient and friendly staff. Love the food. Very clean restaurant. Can’t recommend enough!","Been here 3 times already. The only downside going here is the difficulty in finding a parking spot, as it is in Kg Baru. But once you reach the restaurant, you’ll forget about it. You will be greeted by a helpful staff letting you know there are 2 queues, one for dining in, the other for takeaway. It took me 2-5 minutes to reach the ordering counter and get my food from the moment I reached the restaurant. Highly efficient and friendly staff. Love the food. Very clean restaurant. Can’t recommend enough!"
Girlswanderlust | Girlswanderlust.com,4 months ago,"The best nasi lemak place in Kuala Lumpur! The coconut rice was very tasteful, the best I had so far. The chicken was very good, the sambal was delicious, and the egg/sardines/peanuts were included. Hygiene was good, it was cheap and local, can really recommend this place!","The best nasi lemak place in Kuala Lumpur! The coconut rice was very tasteful, the best I had so far. The chicken was very good, the sambal was delicious, and the egg/sardines/peanuts were included. Hygiene was good, it was cheap and local, can really recommend this place!"
Irfan Daroji,4 months ago,It's delicious for my madiun tongue,It's delicious for my madiun tongue
Kenan Altiparmak,4 months ago,"Very yummy food! Pretty good value for money, I ordered a lot as you can see from my photo and it was very reasonably priced","Very yummy food! Pretty good value for money, I ordered a lot as you can see from my photo and it was very reasonably priced"
Danny Rama Chandra,4 months ago,"Located at a street full of resto, near kampung bahru station, i recommend regular nasi lemak or with beef rendang, their fried chicken/ cuttlefish just so so ","Located at a street full of resto, near kampung bahru station, i recommend regular nasi lemak or with beef rendang, their fried chicken/ cuttlefish just so so"
Muhammad Fahmi Abdul Aziz,4 months ago,Very good place to get Malaysian Nasi Lemak.. Plenty of dishes available to choose with the Nasi Lemak.. QR code is now accepted..Toilet is clean and plenty (I always look at the toilet to know overall cleanliness of a restaurants).. Price is affordable..The sambal is not spicy at all.. Mostly is sweet.. Parking for cars is a bit hassle.. But you can park in private parking for RM 5 per entry..Overall recommended..,Very good place to get Malaysian Nasi Lemak.. Plenty of dishes available to choose with the Nasi Lemak.. QR code is now accepted..Toilet is clean and plenty (I always look at the toilet to know overall cleanliness of a restaurants).. Price is affordable..The sambal is not spicy at all.. Mostly is sweet.. Parking for cars is a bit hassle.. But you can park in private parking for RM 5 per entry..Overall recommended..
Nick,4 months ago,"Nearby, I took nasi lemak with chicken rendang complete with sambal, peanuts, and anchovies, all for RM11. 90, it's really good.","Nearby, I took nasi lemak with chicken rendang complete with sambal, peanuts, and anchovies, all for RM11. 90, it's really good."
riandy mohamed,4 months ago,Did not disappoint,Did not disappoint
Noor Faezah,4 months ago,x de la sdp mn . the rice is getting less and less I see.. the chicken is ok and it's good too.. the price is hard to bear..,x de la sdp mn . the rice is getting less and less I see.. the chicken is ok and it's good too.. the price is hard to bear..
Khairiyah Halim,4 months ago,Went on a Sunday afternoon for lunch. Had no queue and service was fast and the staffs were friendly. Prices are affordable and very worth it for the food and portion you're paying. Variety of dishes to choose from for your nasi lemak. Nasi is creamy and light.,Went on a Sunday afternoon for lunch. Had no queue and service was fast and the staffs were friendly. Prices are affordable and very worth it for the food and portion you're paying. Variety of dishes to choose from for your nasi lemak. Nasi is creamy and light.
Liana Hamzah,4 months ago,"The staff has to smile a little, then the customer feels comfortable and wants to add more...","The staff has to smile a little, then the customer feels comfortable and wants to add more..."
lin yusop,4 months ago,Nice place to bring your family to taste malaysian delight..nasi lemak with assorted variants of side dishes,Nice place to bring your family to taste malaysian delight..nasi lemak with assorted variants of side dishes
Amni Remli,4 months ago,"I'm not good at commenting on food, but it's delicious and the spiciness is suitable for kids too. Edible. ?? Had to queue for a long time but the system is fast. While waiting in line to order rice, the fruit water staff asked what kind of fruit water you want.The staff is really polite. The cleaning staff is quick to clear the table and sweep the floor once. Other stores should emulate this part. It is clean.","I'm not good at commenting on food, but it's delicious and the spiciness is suitable for kids too. Edible. ?? Had to queue for a long time but the system is fast. While waiting in line to order rice, the fruit water staff asked what kind of fruit water you want.The staff is really polite. The cleaning staff is quick to clear the table and sweep the floor once. Other stores should emulate this part. It is clean."
adam sematu,4 months ago,"Overall satisfied... Clean shop... Male staff mostly ok... Only female staff are skits... Serve customers in a fair way... Even if it's expensive, it's on customers.","Overall satisfied... Clean shop... Male staff mostly ok... Only female staff are skits... Serve customers in a fair way... Even if it's expensive, it's on customers."
Reardon Matt,4 months ago,"Love the food and smoothies here! Went there two times. The avocado and chocolate smoothie (9MYR) is tasty and filling.Asked the locals to recommend me a variation of Nasi Lemak plate. Whatever she served me was so delicious, I wish I ordered more.The young women behind the food line are very friendly and smiley.","Love the food and smoothies here! Went there two times. The avocado and chocolate smoothie (9MYR) is tasty and filling.Asked the locals to recommend me a variation of Nasi Lemak plate. Whatever she served me was so delicious, I wish I ordered more.The young women behind the food line are very friendly and smiley."
Baha Ismail,4 months ago,Top 3 nasi lemak outlets in KL.,Top 3 nasi lemak outlets in KL.
adrian indra,4 months ago,Our favorite nasi lemak,Ur Vitti Tex
Muhammad Rafiq,4 months ago,Nasi lemak and the menu is delicious. Affordable prices,Nasi lemak and the menu is delicious. Affordable prices
Silver Skyline,4 months ago,"Nasi lemak: delicious & hot side dishes. Many options; There are clam sambal, fried lung, chicken rendang, meat curry, soy sauce meat, spice fried chicken, squid sambal etc.The store is very clean. Recommended!The price is worth it. Water juice is delicious.Parking: Paid parking nearby","Nasi lemak: delicious & hot side dishes. Many options; There are clam sambal, fried lung, chicken rendang, meat curry, soy sauce meat, spice fried chicken, squid sambal etc.The store is very clean. Recommended!The price is worth it. Water juice is delicious.Parking: Paid parking nearby"
Khairul Izhar,4 months ago,Female employees serve food with tight faces & are not customer friendly at all. Make a face when dealing with customers. Teach the staff what customer service is. Customers come to pay (expensive price) not eat for free,Female employees serve food with tight faces & are not customer friendly at all. Make a face when dealing with customers. Teach the staff what customer service is. Customers come to pay (expensive price) not eat for free
Syeeqa N.I.,4 months ago,"I think many people already know that Nasi Lemak Wanjo is delicious. This Nasi Lemak is really a hit ?? My family likes it. If people ask and ask for nasi lemak recommendations, I do suggest Wanjo Nasi Lemak. I am happy ","I think many people already know that Nasi Lemak Wanjo is delicious. This Nasi Lemak is really a hit ?? My family likes it. If people ask and ask for nasi lemak recommendations, I do suggest Wanjo Nasi Lemak. I am happy"
Mura Abra,5 months ago,Less rice potion (more).Sambal is slightly salty.Dry red cooked chicken (not juicy).The price has gone up,Less rice potion (more).Sambal is slightly salty.Dry red cooked chicken (not juicy).The price has gone up
ridzuan mohd,5 months ago,It's delicious.That plaque is cheap.Parking is easy.There are many choices of shops.,It's delicious.That plaque is cheap.Parking is easy.There are many choices of shops.
Idra Dhom,5 months ago,The food no quality at all..rice potion too little,The food no quality at all..rice potion too little
Amzar Zamir,5 months ago,"There are several things I can praise this restaurant for. 1st, the staff is friendly. I'm not sure who this man is, but he's standing in front of the store serving customers. His way of speaking is beautiful.2nd, his system is not bad. Queue not long.3rd, clean toilet.4th, open until midnight.","There are several things I can praise this restaurant for. 1st, the staff is friendly. I'm not sure who this man is, but he's standing in front of the store serving customers. His way of speaking is beautiful.2nd, his system is not bad. Queue not long.3rd, clean toilet.4th, open until midnight."
Mohd Izzuddin Ishak,5 months ago,No comment needed. One of the best SAMBAL NASI LEMAK other than Lontong Klang and Family Kopitiam restaurants in Klang. Both shops in Klang have prepared nasi lemak since the 1970s,No comment needed. One of the best SAMBAL NASI LEMAK other than Lontong Klang and Family Kopitiam restaurants in Klang. Both shops in Klang have prepared nasi lemak since the 1970s
marche ck,5 months ago,They got the rice right! Fluffy and fragrant! Price is on the higher side though because this is tourist area,They got the rice right! Fluffy and fragrant! Price is on the higher side though because this is tourist area
Eujing YewJing,5 months ago,Inside quite hot but the nasi lemak quite delicious,Inside quite hot but the nasi lemak quite delicious
Tedy,5 months ago,Ordinary taste can't compete with Nasi Uduk Jakarta,Ordinary Taste Can't Compete With Nasi Uduk Jakarta
Hidayah halim chua,5 months ago,Lots of place to sit. Food is good. Parking might be little bit hard to get,Lots of place to sit. Food is good. Parking might be little bit hard to get
Faisal Rahim,5 months ago,One of the best Nasi Lemak out there.,One of the best Nasi Lemak out there.
Mad King Xo,5 months ago,Very nice nasi lemak,Very nice fat rice
Chin Lai,5 months ago,Cool place. Place alive.,Cool place. Place alive.
Sukarno Rahman,5 months ago,"Looks crowded, but fast service","Looks crowded, but fast service"
Aida Habib,5 months ago,"Nasi lemak lacks coconut milk. For fried lungs, you can try boiling it first before frying. Too hard to eat. The sambal is just nice, not spicy","Nasi lemak lacks coconut milk. For fried lungs, you can try boiling it first before frying. Too hard to eat. The sambal is just nice, not spicy"
Tajol Arif4677,5 months ago,Nasi lemak is delicious in the new village.,Nasi lemak is delicious in the new village.
Chui Lien Ling,5 months ago,Summary: nasi is nice but too pricey!! Will only consider after a very long time though.,Summary: nasi is nice but too pricey!! Will only consider after a very long time though.
Harrisms Kurokawa,5 months ago,Rice limited cause technology in food ,Rice limited cause technology in food
Devan Lithminarayana,5 months ago,Nothing best. Very normal taste. Sambal not nice ,Nothing best. Very normal taste. Sambal not nice
Jacquelyn P.S,5 months ago,"The place is huge and spacious, restaurant looks clean and long queue at 9am. Nasi lemak was nice although the ayam masak merah a bit too sweet to my liking. Overall experience was good.","The place is huge and spacious, restaurant looks clean and long queue at 9am. Nasi lemak was nice although the ayam masak merah a bit too sweet to my liking. Overall experience was good."
Hamizah Hamid,5 months ago,"For me, the portion is small. But it is okay if you take side dishes. The rice not very lemak and taste good. Sambal not very spicy which is okay.","For me, the portion is small. But it is okay if you take side dishes. The rice not very lemak and taste good. Sambal not very spicy which is okay."
Black Phanther,5 months ago,"The food is moderate. But too expensive. It's like eating at the hotel. But the best service, the best atmosphere.","The food is moderate. But too expensive. It's like eating at the hotel. But the best service, the best atmosphere."
Basyar Abu bakar,5 months ago,"Came here twice. Nasi lemak is okay, delicious, service out","Came here twice. Nasi lemak is okay, delicious, service out"
mSuhaili S,5 months ago,Typical nasi lemak.,Typical Nasi Lemp.
VazalTacet 15155,5 months ago,it's just like uduk rice..,it's just like uduk rice..
unknown,a month ago,"I had the nasi lemak with paru, squid and beef rendang.  All the items were delicious.  Price was reasonable","I had the nasi lemak with paru, squid and beef rendang.  All the items were delicious.  Price was reasonable"
Ali Sabki Aljembali,5 months ago,"Kelantan people who want to taste Kelantan cuisine can come and eat here. Lots of tables, spacious shop. People are always crowded. It's just that parking is a little difficult because the area is new","Kelantan people who want to taste Kelantan cuisine can come and eat here. Lots of tables, spacious shop. People are always crowded. It's just that parking is a little difficult because the area is new"
Anwar Loebiez,5 months ago,Good,Good
Umayair Ullah,5 months ago,"Excellent place, cheap food, only locals inside and very few tourists! 4 of us ate Nasi lemak and ice teh tarik for £14 altogether. 1 ringgit each to sit in an AC room. Overall amazing food, would return","Excellent place, cheap food, only locals inside and very few tourists! 4 of us ate Nasi lemak and ice teh tarik for £14 altogether. 1 ringgit each to sit in an AC room. Overall amazing food, would return"
Soraya Yahya,5 months ago,"The nasi itself was ok I suppose, can smell the coconut in it but i think it’s steamed so that it doesn’t go bad too early so it was ok maybe for those not looking for that milky feel of nasi lemak.But all in all, for a quick bite at an open clean place I’d recommend Wanjo.","The nasi itself was ok I suppose, can smell the coconut in it but i think it’s steamed so that it doesn’t go bad too early so it was ok maybe for those not looking for that milky feel of nasi lemak.But all in all, for a quick bite at an open clean place I’d recommend Wanjo."
Matlan Crosstrek,5 months ago,"The sambal is much to be desired. Too sweet and oil wasnt mixed well.The rendang chicken is okay but nothing to shout about. Overall, its nasi lemak is below average. Many makcik stalls have better nasi lemak than Wanjo.The aircond seating is charged RM 1 per person. I think aircond seating should be complementary on the house as business is very brisk.","The sambal is much to be desired. Too sweet and oil wasnt mixed well.The rendang chicken is okay but nothing to shout about. Overall, its nasi lemak is below average. Many makcik stalls have better nasi lemak than Wanjo.The aircond seating is charged RM 1 per person. I think aircond seating should be complementary on the house as business is very brisk."
keng keong lee,5 months ago,"The taste is just average. Still the same, so many people.","The taste is just average. Still the same, so many people."
Ainatul Amin,5 months ago,"overall, I won't set foot here again. thank you","overall, I won't set foot here again. thank you"
Azmil Pian,5 months ago,The best nasi lemak at kampung baru and must try once,The best rice fat at Kampung Baru and must try once
Abdul Halim Noh,5 months ago,Quite hot,Quite hot
Khai Amrey,5 months ago,"The side dishes & nasi lemak are less fat, they are ordinary side dishes. hope you can improve","The side dishes & nasi lemak are less fat, they are ordinary side dishes. hope you can improve"
Tajol Ariff,5 months ago,Nasi lemak is delicious in the new village,Nasi lemak is delicious in the new village
Kimi Gayo,5 months ago,All seem good,All seem good
Naim Omar,5 months ago,Can't recommend this place enough. Delicious nasi lemak. The best!,Can't recommend this place enough. Delicious nasi lemak. The best!
Lucas Loh,5 months ago,Place is nice and clean. Food is okay. But the sambal is not hot/spicy just sweetness.Parking: No free parking. Need to pay rm5 for parking,Place is nice and clean. Food is okay. But the sambal is not hot/spicy just sweetness.Parking: No free parking. Need to pay rm5 for parking
Azri Hoho,5 months ago,"Nasi lemak is delicious, not too spicy, not too sweet. Delicious chicken, cuttlefish and lung rendang.Around 9am que around 20mins before arriving at the counter. There are 2 lines for take away & dine in.","Nasi lemak is delicious, not too spicy, not too sweet. Delicious chicken, cuttlefish and lung rendang.Around 9am que around 20mins before arriving at the counter. There are 2 lines for take away & dine in."
Michael Johns,5 months ago,"I like this place. It's serves delicious nasi lemak and you can choose different chicken, eggs and other toppings. Take your filled plate to cashier and pay for food and drinks there. Pick your drinks up at the drinks cart and find a table. People move in and out fast and the crew serve and clean quickly. It's an efficient operation.","I like this place. It's serves delicious nasi lemak and you can choose different chicken, eggs and other toppings. Take your filled plate to cashier and pay for food and drinks there. Pick your drinks up at the drinks cart and find a table. People move in and out fast and the crew serve and clean quickly. It's an efficient operation."
Mohammad Yassir Hamidun,5 months ago,Lovely food and tasty. Usually pack but the service is fast.,Lovely food and tasty. Usually pack but the service is fast.
Miss Qlove,5 months ago,Bad service. Very expensive. Taste bad,Bad service. Very expensive. Taste bad
Ilyana Asri,5 months ago,Red Chicken Fat Rice is delicious.Coconut milk flavored rice..Red chicken sambal is tastier than normal sambal..,Red Chicken Fat Rice is delicious.Coconut milk flavored rice..Red chicken sambal is tastier than normal sambal..
Ruby Sahimi,5 months ago,"The food was great, service was fast. Price was reasonable given the location and portion of the food","The food was great, service was fast. Price was reasonable given the location and portion of the food"
Kelly Phang,6 months ago,"The queue is long but they work quite fast. Waiting time is short.As for the food, it's one of the best nasi lemak I've had, except that the fried chicken was a bit dry.Price is reasonable.I like that the restaurant also gives free mineral water (self service) and there are sinks to wash your hands.Many people, but spacious.The only thing i didnt like was the cat that would climb onto your leg.There is a sign that says no pet allowed but there is a cat (or maybe more) inside.","The queue is long but they work quite fast. Waiting time is short.As for the food, it's one of the best nasi lemak I've had, except that the fried chicken was a bit dry.Price is reasonable.I like that the restaurant also gives free mineral water (self service) and there are sinks to wash your hands.Many people, but spacious.The only thing i didnt like was the cat that would climb onto your leg.There is a sign that says no pet allowed but there is a cat (or maybe more) inside."
Hani M,5 months ago,"The shop is clean and comfortable, just a little hot in the middle of the day. Maybe next time I have to install aircon :)","The shop is clean and comfortable, just a little hot in the middle of the day. Maybe next time I have to install aircon :)"
Lilo,5 months ago,"Food is not good as before.Had 3 nasi lemak,one with chicken rendang, one beef rendang n one with sotong.Rice portion is little, rendang ayam doesn't taste like rendang , they only gave one small cube of meat for beef  rendang,sotong is tasteless n too soft. All this cost about rm39 including a glass of Limau. Price is not worth it with the taste n portion. Definitely won't be visiting again.","Food is not good as before.Had 3 nasi lemak,one with chicken rendang, one beef rendang n one with sotong.Rice portion is little, rendang ayam doesn't taste like rendang , they only gave one small cube of meat for beef  rendang,sotong is tasteless n too soft. All this cost about rm39 including a glass of Limau. Price is not worth it with the taste n portion. Definitely won't be visiting again."
tarita hanamita,5 months ago,Tasty foods,Tasty foods
norhalis hayat,5 months ago,Damn their sambal is da bomb!,Damn their sambal is da bomb!
Vincent Lim,5 months ago,"Very popular place, it seems. I tried the Nasi Lemak Ayam Rendang. The chicken is very tender and tasty. My American friend tried the Nasi Lemak Daging Rendang a d the beef is very tender and done well .... not chewy at all. All in all, a good place for food.","Very popular place, it seems. I tried the Nasi Lemak Ayam Rendang. The chicken is very tender and tasty. My American friend tried the Nasi Lemak Daging Rendang a d the beef is very tender and done well .... not chewy at all. All in all, a good place for food."
zilleon,5 months ago,"For RM29.40, I got 2 nasi lemak ayam, a tempe, ice Milo and coffee. This store gone viral and my wife thought that the food must be good. Well, I think it's over hyped. I went to it today. The rice tasted more like ordinary rice rather than nasi lemak. The fried chicken is salty and the sambal is sweeter than spicy. Considering the quality, it's overprice.","For RM29.40, I got 2 nasi lemak ayam, a tempe, ice Milo and coffee. This store gone viral and my wife thought that the food must be good. Well, I think it's over hyped. I went to it today. The rice tasted more like ordinary rice rather than nasi lemak. The fried chicken is salty and the sambal is sweeter than spicy. Considering the quality, it's overprice."
Arianna Lyna,5 months ago,No longer like how it used to taste,No longer like how it used to taste
Mohd Suffian,5 months ago,Very simple and straight forward... Tasty and delicious... Suitable for the whole family... Will definitely come again,Very simple and straight forward... Tasty and delicious... Suitable for the whole family... Will definitely come again
Ar Azrai,5 months ago,Nice,Nice
Akira A.,5 months ago,"Vegetarian options: tempe, bergedil, telur","Vegetarian Options: tempeh, worse, egg"
hazeem hazri,5 months ago,"the best, the king","the best, the king"
patricia Gesika Stella,5 months ago,"Many menu choices. During the fasting month it opens from 15.00. Before breaking the fast, you can only take away.","Many menu choices. During the fasting month it opens from 15.00. Before breaking the fast, you can only take away."
V M,5 months ago,"The best nasi lemak, really!","The best nasi lemak, really!"
San,5 months ago,The Nasi Lemak is descent and at a reasonable price bracket compared to other famous brands. The place can get too crowded especially during meal time but the good thing is that the service is quite fast.,The Nasi Lemak is descent and at a reasonable price bracket compared to other famous brands. The place can get too crowded especially during meal time but the good thing is that the service is quite fast.
Subaru Wrx Sti,5 months ago,"The sambal is too sweet, if it's spicy it might taste a little better..","The sambal is too sweet, if it's spicy it might taste a little better.."
Fatin Amirah Amir,5 months ago,We're for sahur. It's good. Definitely will come back again!,We're for sahur. It's good. Definitely will come back again!
F J,6 months ago,"Arrived at 4am, no more lauk ? We ordered nasi lemak biasa, turns out my sambal got hair flavour ? not to mention the taste of sambal is super sweet lol, would be my first and last time here.","Arrived at 4am, no more lauk ? We ordered nasi lemak biasa, turns out my sambal got hair flavour ? not to mention the taste of sambal is super sweet lol, would be my first and last time here."
iyun suntiah,6 months ago,"It's really a pleasure to see Wanjo... I often see the reviews on YouTube, they are really good... and I have proven it","It's really a pleasure to see Wanjo... I often see the reviews on YouTube, they are really good... and I have proven it"
Ogy Man,6 months ago,Food was fantastic. Too crowded eventho fast service!,Food was fantastic. Too crowded eventho fast service!
idham amla,6 months ago,Very convenient services. Cheap and Delicious.,Very convenient services. Cheap and Delicious.
Totodilite,6 months ago,The absolute best nasi lemak in Kampung Baru. It's a highlight of said place and I would always visit it whenever I'm there. The prices are reasonable and everything about the nasi lemak are just pure delicious. Definitely my favourite nasi lemak place in all of Kuala Lumpur,The absolute best nasi lemak in Kampung Baru. It's a highlight of said place and I would always visit it whenever I'm there. The prices are reasonable and everything about the nasi lemak are just pure delicious. Definitely my favourite nasi lemak place in all of Kuala Lumpur
Clamoon Arilla,6 months ago,Makanan sedap....service so...so....ok lah.Last sye dtg Sahur ahad 10hb.Abg kt depan pintu masok greeting good...tq abg even keje penat abg to treat baik hilang penat....good job to abg ??,Delicious food .... service so ... so .... ok lah.last sye dtg sahur Sunday 10th.abg in front of the door masok greeting good ....good job to abg ??
Sya Z,6 months ago,"Delicious nasi lemak, big portion.Parking: A bit hassle for the parking as kampung baru is such an attraction but there’re few parking lots with rm5 per entry. Need to walk a bit but still worth it if you want to enjoy some street food along the way","Delicious nasi lemak, big portion.Parking: A bit hassle for the parking as kampung baru is such an attraction but there’re few parking lots with rm5 per entry. Need to walk a bit but still worth it if you want to enjoy some street food along the way"
albar Karismawan,6 months ago,Nice. Delicious rendang,Nice.Delicious shady
Nida Azira,a month ago,Kedai yang bersih dan terang.Staff yang friendlySurau yang bersihProvide coway free water.Makanan yang sedap.,Clean and bright shop.Staff's friendlysurau is cleanProvide Coway Free Water. Delicious food.
Rehan Qasim,6 months ago,Really appetizing and great taste. Cleaning level is really appreciable ,Really appetizing and great taste. Cleaning level is really appreciable
K Ai,6 months ago,Nasi lemak okay,Fat rice is okay
Alia Farouk,6 months ago,Mmg Sedap  ,Mmg tasty
massita abu hassan,6 months ago,Sedapppp.Selesa utk tempat makan toilet,Sedapppp.
rina cute,6 months ago,Worth to try the Nasi Lemak,Worth to try the Nasi Lemak
O'Neil Castro,6 months ago,Not open on a Wednesday at 1pm. Fix your hours.,Not open on a Wednesday at 1pm. Fix your hours.
Jules Ung,6 months ago,"Omg, this place is soooo good!! The best nasi lemak I've had! And the service is fantastic!! I took my parents here who are hard to impress and even they gave it a thumbs up!!","Omg, this place is soooo good!! The best nasi lemak I've had! And the service is fantastic!! I took my parents here who are hard to impress and even they gave it a thumbs up!!"
Nurul Ashwaniey,6 months ago,tempat bersih. pekeje cekap. asal nampak smpah je die sapu. tapi isunya. nasi sikit sangat. . lauk sedap dah. sikit nau. dua kali suap habis. urmmmm. dduk tmpat aircond pon caj. nasi kasi lebih laa sikit kan.,Clean place.PEKEJE is efficient.The original seemed to be a broom.But the issue.The rice is a little..The fish is delicious.a little nau.twice the bribe is gone.urmmmm.The airconds are not charged.The rice is a little more.
Hasliza Kiman,6 months ago,I left upset without eating. Turned off by the first server who scooped out rice curt attitude,I left upset without eating. Turned off by the first server who scooped out rice curt attitude
